text,label,source
only 8 item(s) left,1,yada
"no thanks, i’d rather not win.",1,yada
"low in stock, only 2 left",1,yada
74% offers claimed. hurry up!,1,yada
color block,0,yada
i'd rather not save,1,yada
you have no items in your basket.,0,yada
"no thanks, i hate fun & games",1,yada
00 days 02 hrs 26 mins 12 sec sale ends once the timer hits zero!,1,yada
soft flexible (classic),0,yada
glasses and goggles,0,yada
zero gravity lift chairs,0,yada
"bobby in decatur, united states just purchased",1,yada
"tuvia eisenberg systematics in tel aviv, israel purchased a",1,yada
your cart will expire in 09:58 minutes!please note that these items may not be available again if you release them.,1,yada
all cross stitch patterns,0,yada
year of ours,0,yada
gear up,0,yada
"weight management shakes help cut cals, control appetite, and drop lbs.* learn more about weight management shakes.",0,yada
tretorn,0,yada
loyalty points,0,yada
how to recycle,0,yada
color yellow smoke blue pink orange,0,yada
save 10% on all orders. no voucher code needed expires in 18:07:59.,1,yada
art & crafting tools,0,yada
one customer bought this article in the last 53 min.,1,yada
highlight hover,0,yada
disposable washcloths,0,yada
accuscreens,0,yada
jumpers + sweaters,0,yada
contact lens washer,0,yada
only 9 left!,1,yada
hurry! only 2 left!,1,yada
2 people are looking at this listing now,1,yada
every purchase helps your nra:,0,yada
1 left at this price,1,yada
back to top,0,yada
only 12.5m left in stock!,1,yada
protect your gear,1,yada
outdoor recreation,0,yada
allow all,0,yada
we are currently accepting and processing orders from following:,0,yada
what could have caused this?,0,yada
210+ bought,1,yada
"no thanks, i'm not interested in saving money.",1,yada
shipping info,0,yada
"plus, get free shipping on your first order!",0,yada
bmw remotes,0,yada
all you™,0,yada
someone in mount louisa bought a coleman folding table & bench set 2 minutes ago,1,yada
summer casual printed short sleeve t-shirt,0,yada
join nra or renew,0,yada
don't forget the essentials get up to 2 years of accidental damage coverage with applecare+.,1,yada
know exactly what’s going on at home and be alerted of emergencies in real time.,0,yada
become an affiliate,0,yada
competitor price: $172.00,1,yada
"no thanks, i'd rather pay more",1,yada
6 items left! order soon.,1,yada
sports,0,yada
only 20 left in stock,1,yada
immunity & well beinglean muscle massweight lossbulk gainstress & relaxation,0,yada
by brand all men's brands,0,yada
customer feedback,0,yada
read the faq,0,yada
"no thanks, i don't want 15% off",1,yada
"the presence of flowers is enough to make any occasion or moment truly a memorable affair. flowers can make an ordinary room extremely beautiful. flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. people can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. all these beautiful flowers will be delivered at your desired destination in blooming condition only. with an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.",0,yada
"ashley in auburn, united states purchased a check plz iphone x/xs case about 24 minutes ago",1,yada
99 people are looking at this right now,1,yada
"someone from south gate, california just purchased the admiral jr / spektrum servo connector plug set (male and female - 2 pairs)",1,yada
medium greylogan t-shirt jersey comforter and sham set,0,yada
all birthday gifts,0,yada
rainbow li,0,yada
• recommended to be used with downy for better long lasting freshness,0,yada
cookie host,0,yada
only 4 left!,1,yada
almost sold out! only 2 left.,1,yada
pay with:,0,yada
days left until the offer ends: 00 days 04:43:35,1,yada
data processor privacy policy: https://videoly.co/privacy-policy,0,yada
school shoes,0,yada
v-neck casual loose embroidered short sleeve blouse,0,yada
spin to unlock your mystery offer,1,yada
only 2 items left in stock.,1,yada
104 people viewed this product recently!,1,yada
material: made with cordura fabric,0,yada
"armin dinovic bought 10m runescape 3 gold order total: 3,70€ about 10 seconds ago",1,yada
recent searches,0,yada
"gorgeous, lasting high-quality hair color—crafted in italy.",0,yada
only a few left,1,yada
apple iphone x »,0,yada
rebecca in buffalo just bought sateen twill swatchabout 1 hour ago,1,yada
certified face masks,0,yada
price low to high,0,yada
"leah rich in louisville, united states purchased a",1,yada
home + tech almost gone,0,yada
save today: save 20% on lighting by le klint. limited time only.,1,yada
only 3 left! get it before it`s gone!,1,yada
"no thanks, i'll be the last to know.",1,yada
hurry up ! just 2 items left in stock,1,yada
toe ring,0,yada
women's acid wash scoopneck sweater,0,yada
62 people have looked at this item in the last few hours.,1,yada
boys grey school uniforms,0,yada
8 customers have bought today,1,yada
my reviews,0,yada
last 1 in stock,1,yada
skin concerns,0,yada
only 1 left!,1,yada
romper swimwear,0,yada
view all mattress accessories,0,yada
the page you were looking for doesn't exist.,0,yada
a very fun outfit for a less formal event like a sangeet! husband said the bell bottom type pants were fun to dance in :),0,yada
chair accessories,0,yada
"no thanks, i'll let this offer sail away",1,yada
stay in the know,0,yada
v-neck casual loose vintage print short sleeve t-shirt,0,yada
limited stock available,1,yada
thank you for posting a question!,0,yada
installation instructionspolicies & terms of usefinancingsite map,0,yada
golf shop,0,yada
plastic,0,yada
synthesis xct alloy front wheel,0,yada
hugs and kisses rose bouquet $44.99 discount -$6.75 delivery $13.99 tax $3.46 item total $55.69,1,yada
shop tops by pattern,0,yada
striped tops,0,yada
my accountsign-in to your account,0,yada
"due to high demand, cart expires in: 08:41",1,yada
only 3 left! get it now!,1,yada
5 people are looking at this product right now,1,yada
get the look the full story shop now read more,0,yada
don’t worry. we’ve got your back.,0,yada
hurry up! discount ends in days hrs mins secs,1,yada
extremely high demand: expect 2-4 weeks for it to arrive (to be safe). limit 4 per person!,1,yada
c.p. company,0,yada
in other users' carts 59,1,yada
nicholas kirkwood,0,yada
aids mental processing†,0,yada
"awhi from hicks bay, gisborne, new zealand just bought",1,yada
crossbody & belt bags,0,yada
clear text,0,yada
24 people currently interested,1,yada
worldwide,0,yada
"if you participate in an automatic renewal subscription and you have provided us with a valid credit card number or an alternate payment method, each shipment will be automatically processed at the time of each shipment or installment and will be billed to the payment method you provided to us at the time of your initial purchase and agreement to participate in the program. if you wish to cancel your participation in an automatic renewal subscription, you may do so at any time by contacting a customer care professional at the contact information provided on the website.",1,yada
aboutour storyour missionour productsin the news,0,yada
5 viewing this product,1,yada
23 people viewing this product,1,yada
activate within 0:30:00,1,yada
concrete tools,0,yada
transmission and driveline,0,yada
"james in cashion, oklahoma just bought glossy black brick geode / amber gradient fast lanes",1,yada
fast mover: 35 people added this to cart today!,1,yada
"metal - brass , hollow from inside",0,yada
"no thank you, i prefer to pay full price",1,yada
to read up about,0,yada
• state-by-state restrictions,0,yada
don't let 'em get away several people have recently viewed this item.,1,yada
no thanks. i prefer paying full price.,1,yada
"crystal li in flushing, united states purchased a",1,yada
only 5 left in stock. buy soon!,1,yada
pg picks: skin care for incontinence,0,yada
"carl f. from fort ann, ny bought a king",1,yada
137 users are currently active on our website,1,yada
reloading tools,0,yada
"edwin in woodland park, nj just bought",1,yada
returns / warranty,0,yada
83% offers claimed. hurry up!,1,yada
loading,0,yada
institute for legislative action,0,yada
clearance! only 4 left in stock.,1,yada
"from korea, south",0,yada
"jeremy in stockton, united states purchased a",1,yada
alchemy books,0,yada
"when you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. this information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. the information does not usually directly identify you, but it can give you a more personalized web experience. because we respect your right to privacy, you can choose not to allow some types of cookies. click on the different category headings to find out more and change our default settings. however, blocking some types of cookies may impact your experience of the site and the services we are able to offer.",0,yada
only 1 products left,1,yada
1 left in stock,1,yada
🔥 9 people are viewing this.,1,yada
715 people have added this item to cart,1,yada
black / white refine by color: black / white,0,yada
call it spring,0,yada
bathroom basins,0,yada
infrared night vision,0,yada
download mobile app,0,yada
write a reviewask a question,0,yada
00days02hrs14mins1211sec,1,yada
regionbracket right,0,yada
boxster remotes,0,yada
24 people have purchased this wine today,1,yada
rare book conditions,0,yada
hurry! less than 10 left!,1,yada
"i don't like free gifts, no thanks",1,yada
we don't give out your details to third parties.,0,yada
short sleeve t-shirts,0,yada
only 13 left,1,yada
someone in yanchep bought a 52mm mechanical 'performance' boost gauge - blue/white 9 seconds ago,1,yada
tires,0,yada
someone in egypt bought,1,yada
"mark in richmond hill, united states purchased a fugoo tough 11 minutes ago",1,yada
bearded dragon substrates,0,yada
toddler girl jumpsuits and rompers,0,yada
enable cookies to use the shopping cart,0,yada
women's go-tos,0,yada
"this genuine spanish espadrille impressed our buyers so much they ordered them in a variety of gorgeous colours. with its uncomplicated design, plush leather sole and a practical platform wedge, you'll have a hard time getting through the warmer months without them. they're perfect for the beach, casual weekend barbeques or brunch with the girls.",0,yada
hurry! don't miss this deal! days 0 1 hrs 1 2 mins 3 1 seconds,1,yada
"no, i'd rather pay full price.",1,yada
shopping with jd,0,yada
all brands a-z,0,yada
light blue regular fit single cuff easy care shirt,0,yada
crop tops,0,yada
photography projector,0,yada
salt bender tank and shorts combo,0,yada
diamond nose studs,0,yada
military discount,0,yada
"customize your phone with hundreds of grips, cases, wallets, and more.",0,yada
5338 people viewed this in the last hour,1,yada
only 1 item left in stock,1,yada
add to wish list add to compare,0,yada
availability: in stock hurry! only 8 left!,1,yada
italy € eur,0,yada
politics and legislation,0,yada
fewer than 5 left!,1,yada
gift cards collection,0,yada
"no thanks, i prefer paying full price.",1,yada
we guarantee to match a lower online price.,0,yada
"hurry, before it is gone! limited time remaining!",1,yada
"keith in champaign, illinois bought mini usb audio cassette to mp3 converterabout 56 minutes ago",1,yada
select your size below and we'll email you if it comes back in stock!,0,yada
only 867 left,1,yada
about cheryl's business gifts,0,yada
only 2 units left in stock,1,yada
you can either livechat or email our support team with any questions or concerns. we are always ready to help.,0,yada
only one item left in stock!,1,yada
synthesis e-mtb alloy rear wheel,0,yada
limited time deal!,1,yada
only 3 available,1,yada
only 1 left in online stock,1,yada
great for shine,0,yada
learn more,0,yada
"paper, pads & blocks toggle category paper, pads & blocks",0,yada
hurry! almost sold out...,1,yada
.,0,yada
only 2 copies left,1,yada
christmas craft ideas,0,yada
limited quantity available,1,yada
"no thanks, i don't like exclusive offers.",1,yada
"trey in sparta, united states purchased stealth angel ultra lightweight & portable sleeping bag about 45 minutes ago",1,yada
2 items left,1,yada
pomelofashion born in asiaon trend. online. on the go.,0,yada
"available, only 2 left",1,yada
"someone in san diego, united states just bought gemfield watch 15 days ago",1,yada
cowgirls,0,yada
rs inr,0,yada
- +,0,yada
if i emailed you how much i love each jersey you’d have an essay coming your way!,0,yada
shirts & blouses,0,yada
jfn ladies flat embroidered slip-on dirty shoes vintage thong sandals,0,yada
"there is no commitment and no minimum to buy. please note exact shipment times may vary. to customize this program or future shipments, call customer service anytime at 1-800-thicken (844-2536).",1,yada
about bob's,0,yada
22 people have looked at this part recently,1,yada
limited time!,1,yada
4 sold in last 5 hours,1,yada
collin p. from grandview missouri just bought burgundy two button suit about 5 seconds ago,1,yada
your order is reserved for 08:53 minutes!,1,yada
rudraksha recommendations,0,yada
offer ends: 09h: 09m: 55s: 0,1,yada
added to favorites,0,yada
"kamal in lathrop, united states purchased a father sons super slim stretch feather print long sleeve - fs429 4 hours ago",1,yada
brown dresses,0,yada
someone in city just added radiance - nebulizing diffuser® to their cart,1,yada
"they look really good with my brown eyes, and they look pretty natural.",0,yada
data processor privacy policy: https://www.appnexus.com/corporate-privacy-policy,0,yada
hurry! only 1 pair left!,1,yada
plus size graphic tops,0,yada
protection filters,0,yada
flash sale - almost over! 00 hours : 55 1001 minutes : 0550 8778 seconds,1,yada
interactive tent finder,0,yada
cart will expire in 04:53 minutes!,1,yada
✕,0,yada
"hurry, only 4 left in stock. buy now!",1,yada
take me back to shopping,0,yada
only 7 left,1,yada
89% offers claimed. hurry up!,1,yada
"no thanks, i hate cool stuff",1,yada
cheryl in ontario bought 100% organic reishi mushroom powder 100g about 16 minutes ago,1,yada
20 units left,1,yada
high demand,1,yada
3642 bought,1,yada
5 in stock,1,yada
"nancy in pennsylvania purchased 24"" italian sterling silver milano twist adjustable chain",1,yada
solar powered paw print ground light,0,yada
candy melts,0,yada
romantic ball gown tulle spaghetti sleeveless tier flower dirl dress,0,yada
"abbie in calwell, australia purchased shark bite socks about 1 hour ago",1,yada
last purchase was 18 minutes ago by someone from dublin,1,yada
7 users have looked at this product in the past 6 minutes,1,yada
crystal shivlingas,0,yada
facebook icon,0,yada
midleton very rare,0,yada
pillow & foam bed wedges,0,yada
"happiness is to hold flowers in both hands. furthermore, flowers make for an integral part of all occasions and celebrations........ read more...",0,yada
contact support,0,yada
only 7 in stock!,1,yada
use the left and right arrow keys to navigate the menu. use the enter key to activate the submenu on a navigation item. use escape key to close the submenu.,0,yada
score! you've qualified for a checkout bonus,1,yada
"someone in cashmere bought a 
rcm cosworth timing belt kit 99-02my ej20/22/251 hour ago",1,yada
"no thanks, i don't like free stuff.",1,yada
"no thanks, i just want the item",1,yada
trending now! added to basket 38 times today,1,yada
love the way you pay,0,yada
homeware trends,0,yada
victoria victoria beckham,0,yada
"in stock, only 1 products left",1,yada
last 1 left,1,yada
rain boots,0,yada
"no thanks, i don't like deals.",1,yada
exterior accessories,0,yada
"size low on stock, only 1 item left",1,yada
strength & functional training,0,yada
8 people have this in their bag right now.,1,yada
motion control system,0,yada
11 people viewed this today!,1,yada
view all home accents,0,yada
subscription successful. thank you!,0,yada
lawn mowers,0,yada
sale clothing,0,yada
fashion floral short sleeve dress,0,yada
how about one of these hot sellers?,1,yada
"now 20% off, hurry limited time offer!",1,yada
boys red school uniforms,0,yada
"no thanks, i don't want a free gift.",1,yada
"hurry! sale ends in:

02:59:50",1,yada
info@chainedandable.com,0,yada
"no, i'd rather pay full price",1,yada
activate within 10:00,1,yada
there is only one product left!,1,yada
00days00hours47minutes36seconds sale ends once counter hits zero,1,yada
saa standard membership - credit/debit card - automatic annual fee,0,yada
laundry & cleaning,0,yada
"only 3 left, order soon",1,yada
entertainment centers & tv stands,0,yada
stay in the loop!,0,yada
1 left in stock. hurry!,1,yada
blue raspberry,0,yada
your cart is reserved for 09:35 minutes.,1,yada
limited time only: free shipping to select countries on orders over $100!,1,yada
only a few left!,1,yada
"no thanks, i like full price",1,yada
jfn crew neck floral vacation t-shirt/tee,0,yada
indoor festive lights,0,yada
"eastwoodmodern, sleek and enchanting, the eastwood collection provides comfortable seating while still looking mid-century magnificent.",0,yada
synthesis alloy collection,0,yada
most popular,1,yada
"we'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. you can unsubscribe at any time. if you don't want to receive these emails, please tick this box. we'd like to send you the occasional brochure so you can get a regular fix of our lovely product! you can unsubscribe at any time. if you don't want to receive these brochures, please tick this box. we'd like to introduce you to other brands you might love who will post you the occasional brochure. you can opt out of this at any time. if you don't want to receive these brochures, please tick this box.",1,yada
occasion: anniversary,0,yada
8 people have viewed this product today!,1,yada
30 people have purchased this item,1,yada
musical toys,0,yada
"chelsea in burlington, wisconsin bought take out the boat jumpsuit, blackabout 13 minutes ago",1,yada
"skin concerns: treats mild to moderate acne (including whiteheads, blackheads, pimples, and hormonal acne) and excess oiliness.",0,yada
limited time offer!,1,yada
events and entertainment,0,yada
about usnews & articles,0,yada
almost gone! only 3 left in stock,1,yada
low maintenance plants,0,yada
men's apparel collection,0,yada
view all parts,0,yada
"we are one of the best online printing technology & solution company successfully serving local and international customers to cherish the joy, love and precious moments in life with various products. being an instrument to spread your joy and love in a beautiful way we take pride in providing the best quality services.",0,yada
3 people are looking at this product,1,yada
38 people are viewing this,1,yada
"no thanks, i don't like to save",1,yada
00 hrs 57 mins 56 secs,1,yada
shop all interactive whiteboards,0,yada
sign up to stay up to date on all white cloud news and savings!,0,yada
"stacey in saint marys, united states purchased extra long (10 ft) fiber cloth sync & charge usb android cable - assorted colors about 30 minutes ago",1,yada
hurry! only 6 left in stock!,1,yada
only 1 left in this size!,1,yada
these pieces are not yet in stock but will be shipped as soon as they are available. the estimated ship date will be noted on the product page.,0,yada
"our website implements the aria attributes (accessible rich internet applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. as soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the screen-reader profile so they can browse and operate your site effectively. here’s how our website covers some of the most important screen-reader requirements:",0,yada
yearly,0,yada
"to resolve the issue, or",0,yada
shop by activity,0,yada
home »,0,yada
lace front african american wigs,0,yada
srx remotes,0,yada
pavilion long sleeve shirt dress cornflower stripe,0,yada
"son in suisun city, united states purchased commander lex",1,yada
icon mtb socks - black/green,0,yada
focus remotes,0,yada
3days124606,1,yada
"to cancel your order before it ships, call us.",1,yada
signup for email updates from car and truck remotes!,0,yada
"easy, awesome! ready to go. held a charge first night",0,yada
more than 752 users are adding shapewear to their cart. is your size left?,1,yada
newborn & infantyouthadjustableflexsnapbackssale items- view all -,0,yada
flat top,0,yada
cpus & processors,0,yada
brand directory,0,yada
"no, i don't feel lucky.",1,yada
only 2 left in stock. make it yours.,1,yada
"for more information about the vip rewards club membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact ross-simons customer service by postal mail at: ross-simons, 9 ross-simons drive, cranston, rhode island 02920; or by email at customerservice@ross-simons.com; or by calling the vip rewards club priority line at 800-835-3799.",1,yada
,0,yada
"sayeeganesh in chennai, india just bought dhoni the finisher t-shirt an hour ago",1,yada
only 1 left in stock.,1,yada
candy & snacks,0,yada
"only 1 left , in stock",1,yada
65% of our customers added surefit protection this year.,1,yada
50% off for limited time only!!!,1,yada
active filters english english ✘ remove filter,0,yada
hurry! ends in: 11 hrs 20 min 13 sec,1,yada
"sabrina in paraparaumu, new zealand purchased a scho-ka-kola schokakola energy chocolate caffeine snack food mre caffeinated",1,yada
your cart is eligible for an additional 10% off including current promotions + sale & clearance 00 hours :29 minutes :26 seconds check out now,1,yada
min twins,0,yada
wedding cross stich & embroidery patterns,0,yada
choose type of cookies you accept using,0,yada
★ ★ ★ ★ ★,0,yada
10 seats left,1,yada
mixed wine cases,0,yada
let's make sure you have everything else you need,1,yada
80% offers claimed. hurry up!,1,yada
whiteboho rose comforter and sham set,0,yada
your order is reserved for 09:57 minutes!,1,yada
₪ ils,0,yada
cooling & air treatment,0,yada
"mother’s day is undoubtedly a significant occasion for all mothers. but, for the new moms, it is even more special. if you........... read more...",0,yada
layaway sale we will match your initial payment. limited time only,1,yada
hurry! ends in: 10 hrs 40 min 00 sec,1,yada
mary janes,0,yada
select your year,0,yada
what treats can i use?,0,yada
we curate the very best in creative and innovative fashion for the edm lifestyle.,0,yada
only 20 left,1,yada
terms of service,0,yada
upright plants,0,yada
your one-time offer! enjoy 10% off sitewide. applied at checkout offer ends in: 04 hrs 37 min 56 sec,1,yada
"""your purchase entitles you to the following special""",1,yada
brass shankh,0,yada
2 people are looking right now,1,yada
boys shorts,0,yada
in high demand!,1,yada
low stock only 2 left,1,yada
anaheim ducksarizona coyotescalgary flameschicago blackhawkscolorado avalanchedallas starsedmonton oilerslos angeles kingsminnesota wild,0,yada
blankets throws,0,yada
shop disposables,0,yada
free delivery to home & next day delivery available to store*,0,yada
limited-time deal,1,yada
limited time - free shipping on all orders*,1,yada
surgical & face masks,0,yada
hurry! only 4 left in stock.,1,yada
"no thanks, i despise coupons!",1,yada
shop men's styles,0,yada
"if you are one of those constantly devoted to healthy eating, weight loss plans,..",0,yada
"julie in oak brook, united states purchased a watercolor brush pens 24 refillable colors with travel case about 10 hours ago",1,yada
"for a limited time, buy 2 hydroxycut hardcore elite, 30 servings for $30!",1,yada
(5 left),1,yada
choosing the best plus size briefs,0,yada
free shipping for a limited time | prices are in usd and include all import duties.,1,yada
cable winders,0,yada
tsx remotes,0,yada
baby bathtubs,0,yada
only 14 left,1,yada
33 people are eyeing this item!,1,yada
"nice choice. did you know you’re missing out on these deals with the item in your cart. suit + shirt + tie now $599.99* - shop suits, shirts and ties or get 2 suit packages for $1100*",1,yada
"no thanks, i don't like saving money",1,yada
only 1 left in stock. buy soon!,1,yada
19 people have viewed this item,1,yada
crossman air pistols,0,yada
"no thanks, i'd rather pay full price",1,yada
harry potter,0,yada
filtersortfeaturedprice: low to highprice: high to lowalphabetical: a-zalphabetical: z-a,0,yada
we only have 8.0000 left in stock,1,yada
"hurry, sale ends in 9 hours!",1,yada
jewelry care kit,0,yada
give a gift,0,yada
first name *,0,yada
166 people have added this item to cart,1,yada
limited time left! 00 : 46 : 11,1,yada
speak with our customer-care executive who will help you with your buying.,0,yada
mechanic's wear,0,yada
please note: we do not ship to po boxes,0,yada
"michael m. from lacey, wa just bought a cal king",1,yada
"products are automatically delivered on your schedule. no obligation, modify or cancel your subscription anytime.",0,yada
there are only 1 item left in stock.,1,yada
free shipping*,0,yada
"crystals are alive. born inside mother earth, crystal energy can be felt just like heat or cold. for chakra training to astrological remedies, discover healing crystals.",0,yada
a-z luxury brands,0,yada
almost gone - only 2 remaining!,1,yada
offer ends in 03 days 19 hours : 54 mins : 22 secs,1,yada
over 200 views in 24 hrs,1,yada
"hurry, only 302 left.",1,yada
shotgun bore mops,0,yada
popular 64 others checked this out in the last few hours.,1,yada
only 5 left in stock,1,yada
"no thanks, i hate saving money",1,yada
moroccan rugs,0,yada
only available for a limited time,1,yada
sprouting,0,yada
help us #savethefishies.,0,yada
5 items left,1,yada
this product was viewed 26 seconds ago by someone from princeton,1,yada
only 11 left,1,yada
only a few left of this product!,1,yada
jfn scallop v neck solid casual t-shirt/tee,0,yada
purchased 6 times this week.,1,yada
crochet baby patterns,0,yada
felizer designer diamond studded round dial metal starp watch for women & girls - silver (heart design) analog,0,yada
home / black tapered belted cigarette trousers - myasia,0,yada
only 4 left at this price,1,yada
"once a celebrated author of short stories now in his twilight years,",0,yada
brand case & cloth included,0,yada
hair color + highlights,0,yada
"we combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. the result? skin that’s nourished, smooth, and most importantly, clear!",0,yada
"only 2 left, order soon",1,yada
food,0,yada
more ways to shop,0,yada
your shopping cart is empty.,0,yada
coin necklace,0,yada
mallet e speed lace - black/silver,0,yada
"someone from huntingtown, maryland, united states purchased topcoat® f11® polish & sealer - web special kits just now",1,yada
you may cancel your vip membership at any time by calling 1-866-337-0906 (open 24/7).,1,yada
items in your cart are in very high-demand.,1,yada
sign up to our mailing list here and be the first to know about exclusive offers and events,0,yada
items in your cart are selling fast,1,yada
"no thanks, i don't like winning.",1,yada
laundry care,0,yada
low in stock: only 2 left.,1,yada
deal ends in 2 : days13 : hrs10 : min24 sec,1,yada
"order soon, only 1 left!",1,yada
this campaign was taken down for content reasons,0,yada
"hurry, only 2 left in stock!",1,yada
adjustablesnapbackssale items- view all -,0,yada
only 5 left in stock!,1,yada
over 238 people have bought this product,1,yada
order in 13:16 to get $200 off your mattress,1,yada
bob ross oil brushes,0,yada
terra - medium brown,0,yada
warning: last items in stock!,1,yada
work with more buyers and sellers?,0,yada
lighting,0,yada
round neck casual loose patchwork printed short sleeve blouse,0,yada
39 recently purchased it,1,yada
limited time offer: 10% off your first order!,1,yada
computer accessories,0,yada
aromatherapy,0,yada
a ritual of light,0,yada
hurry only 2 left,1,yada
21 people looked at this during the last 24 hours,1,yada
black jeans,0,yada
build your own powerful multi-vendor marketplace website,0,yada
"items in your cart are in high demand, but we have reserved your order.",1,yada
167 piece(s) left for this promo,1,yada
only 32 left in stock,1,yada
less than 10 left!,1,yada
customer service,0,yada
hurry! sale ends in:,1,yada
nra firearms for freedom,0,yada
low in stock,1,yada
availability: only 1 left,1,yada
printed long sleeves casual blouse for women,0,yada
straight hair extensions,0,yada
radio and gps pouches,0,yada
only 4 unit(s) available!,1,yada
anniversary gifts by year,0,yada
all scrapbooking supplies,0,yada
"no usb or y-adapter!? our usb sound card is highly recommended for pc (mac/linux/windows) and works with current gen consoles. the y adapter is recommended for console gaming, phone, or other trrs jacks.",1,yada
146 people recently purchased this.,1,yada
only 25 deals left,1,yada
how to manage side effects,0,yada
website accessibility,0,yada
item added to cart. view cart and check out. close,0,yada
heat mats & strips,0,yada
hurry! your 10% off expires in 29:43,1,yada
3 people bought this item last week.,1,yada
share on pinterest,0,yada
only 8 left in stock,1,yada
hurry! this special sale ends in 2h 42m 0s,1,yada
hype. home,0,yada
vip offers end 00:54:59,1,yada
"roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)",0,yada
this is how you can reject or delete your cookies,0,yada
ericdress round neck three-quarter sleeve mid-calf pullover fall women's dress,0,yada
email address,0,yada
your cart is reserved for 14:57 minutes!,1,yada
"no thanks, i don't want any deals",1,yada
toddler boy underwear and undershirts,0,yada
collegiate shooting programs,0,yada
01 hours 37 minutes 48 seconds 1/10s,1,yada
supporting all artists create because you can,0,yada
homeflowerscolourful mixed roses bouquet,0,yada
send as giftexpand_more,0,yada
delivery & returns,0,yada
only: 9 in stock now,1,yada
"only 3 left , in stock",1,yada
livefood subscription,0,yada
grocery & liquor,0,yada
for wife,0,yada
"up to 60% off spring sale plus 10% off all showers enter code showers10 at checkout, must end tuesday 02days  :  04hours  :  13mins  :  28secs",1,yada
great for keeping track of your pup while at work,0,yada
subscribe,0,yada
powered by,0,yada
jerseyspantssleepwear & underwearswim collectiont-shirtssale items- view all -,0,yada
i love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit,0,yada
only 1 left in this size,1,yada
looking for your order history?,0,yada
only 82 left in stock!,1,yada
readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here.,0,yada
traditional snacks,0,yada
travel accessories,0,yada
ewriters & graphics tablets,0,yada
eu delivery & returns,0,yada
limited time offer men's chinos & 5-pocket pants buy 2 for $59.90 each shop now,1,yada
your order will be reserved for 6:56 minutes.,1,yada
less than 8 left in stock!,1,yada
united states,0,yada
limited time sale - buy now!,1,yada
mobile terms of use,0,yada
all sale,0,yada
mystore,0,yada
just 1 left!,1,yada
"don't snooze, only 1 left",1,yada
i agree to receive marketing emails from natural life and agree to our privacy policy and terms of use.,1,yada
"don't miss out, only 2 left in stock",1,yada
"someone from rochedale, queensland, australia started buying this!",1,yada
please click,0,yada
box springs & foundations,0,yada
countdown,0,yada
men's pullover sweaters,0,yada
tony bianco,0,yada
logo black,0,yada
everything was perfect. the delivery was very smooth and the products were in great condition as well.,0,yada
face masks,0,yada
low in stock today,1,yada
lenscap: damage only,1,yada
with 1-year care subscription 10 days history,1,yada
about ruth hogan,0,yada
don't miss out on this item! there is only 1 left in stock.,1,yada
"no, thanks. i don't like discounts",1,yada
"no thanks, i'd rather pay full price.",1,yada
wait! take 10% off your first order deal expires soon!,1,yada
perhaps you could...,0,yada
"cancellation policy: if you are not completely satisfied with yogi surprise, you can cancel your membership and discontinue your monthly payments at any time. in order to cancel before you are renewed for the next shipment, you need to contact yogi surprise prior to the renewal date on the 14th of each month. email: support@yogisurprise.com and we’ll respond promptly. if your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. if you do not cancel prior to the third day of a calendar month, you cannot be refunded for that month’s shipment. we do not offer refunds on boxes that have already been shipped. to request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. we’ll get back to promptly!",1,yada
limited time only! 20% off,1,yada
"hurry, only 2 left in stock",1,yada
casual v-neck sleeveless t-shirt,0,yada
businesses in the eu buying from a business in the same country are also charged vat.,0,yada
"someone in flemington, united states purchased anti-aging eyelid tape (contains 100 strips) just now",1,yada
hurry only 8 items left!,1,yada
shop,0,yada
someone in united states just purchased a,1,yada
rechargeable,0,yada
redeem gift certificates,0,yada
hurry! 1 items left!,1,yada
muc-off,0,yada
frequently asked questions,0,yada
we value your input. share your review so everyone else can enjoy it too.,0,yada
"someone in byron bay, nsw just bought",1,yada
ॐ welcome to devshoppe sign in or create an account,0,yada
code of conduct,0,yada
macro focussing rails,0,yada
tactical rifles,0,yada
bottoms deals,0,yada
checkout within 04:10 so we don't run out of stock!,1,yada
"3,081 people have viewed this item",1,yada
champagne taittinger,0,yada
hurry! only 7 left,1,yada
"19,302 people have added this item to cart",1,yada
